OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
755,42320,42320,Kasson,Kasson Township,Township,94.024,36.303,23233.515,17A,portrait,lower,187034273.59375,54835.4799860618
756,25700,25700,Elmwood,Elmwood Township,Township,53.59,20.691,13242.342,17A,portrait,lower,106595142.558594,47557.4998929329
757,74500,74500,Solon,Solon Township,Township,76.799,29.652,18977.208,17A,portrait,lower,152760864.675781,49846.6081254525
758,50520,50520,Macon,Macon Township,Township,84.594,32.662,20903.285,17A,landscape,lower,153604483.496094,49542.2635580191
759,16500,16500,Clinton,Clinton Township,Township,47.116,18.192,11642.516,17A,landscape,lower,85596610.0664062,39379.8093966066
760,30320,30320,Franklin,Franklin Township,Township,101.443,39.167,25066.842,17A,landscape,lower,184127030.035156,53832.6513441355
761,12720,12720,Cambridge,Cambridge Township,Township,91.696,35.404,22658.447,17A,landscape,lower,166444352.34375,51474.0636616131
762,88640,88640,Woodstock,Woodstock Township,Township,92.323,35.646,22813.207,17A,portrait,lower,167580380.058594,51795.7844160404
763,79140,79140,Tecumseh,Tecumseh Township,Township,32.887,12.698,8126.509,17A,landscape,lower,59671658.3398438,58664.7634210512
764,79120,79120,Tecumseh,City of Tecumseh,City,15.168,5.856,3748.031,17A,landscape,lower,27511984.2734375,33798.6724005397
765,68540,68540,Ridgeway,Ridgeway Township,Township,74.208,28.652,18337.025,17A,landscape,lower,134429927.777344,49685.082914662
766,66840,66840,Raisin,Raisin Township,Township,94.577,36.516,23370.328,17A,portrait,lower,171237800.304688,54000.4255928361
767,69360,69360,Rome,Rome Township,Township,92.882,35.862,22951.295,17A,landscape,lower,168140390.578125,51909.6151409533
768,69340,69340,Rollin,Rollin Township,Township,93.404,36.063,23080.486,17A,portrait,lower,169082795.625,51961.6031719317
769,21200,21200,Deerfield,Deerfield Township,Township,65.173,25.163,16104.442,17A,portrait,lower,117774078.496094,52011.7449669629
770,00440,440,Adrian,City of Adrian,City,21.121,8.155,5218.969,17A,landscape,lower,38181782.984375,48622.7461653679
771,09020,9020,Blissfield,Blissfield Township,Township,54.412,21.008,13445.308,17A,portrait,lower,98250061.1367188,47568.2032877271
772,62240,62240,Palmyra,Palmyra Township,Township,95.164,36.743,23515.326,17A,portrait,lower,171836129.679688,55374.1165865146
773,00460,460,Adrian,Adrian Township,Township,87.913,33.943,21723.603,17A,landscape,lower,159160654.144531,72903.8392745684
774,22820,22820,Dover,Dover Township,Township,91.055,35.156,22499.931,17A,landscape,lower,164392570.664062,51183.3069819407
775,50540,50540,Madison,Madison Township,Township,79.317,30.624,19599.331,17A,landscape,lower,143183814.546875,64146.3956084072
776,39740,39740,Hudson,Hudson Township,Township,94.399,36.448,23326.37,17A,landscape,lower,170421815.523438,65746.9701858733
777,39720,39720,Hudson,City of Hudson,City,5.647,2.18,1395.504,17A,landscape,lower,10195917.9101562,16903.9171298538
778,60260,60260,Ogden,Ogden Township,Township,108.961,42.07,26924.543,17A,portrait,lower,196180748.609375,60371.657424435
779,68580,68580,Riga,Riga Township,Township,105.743,40.827,26129.39,17A,portrait,lower,190400307.902344,55393.1127049696
780,27020,27020,Fairfield,Fairfield Township,Township,108.726,41.979,26866.461,17A,portrait,lower,195742028.449219,56292.8319202326
781,52820,52820,Medina,Medina Township,Township,123.246,47.586,30454.535,17A,portrait,lower,221842573.058594,60183.529582342
782,55500,55500,Morenci,City of Morenci,City,5.485,2.118,1355.367,17A,landscape,lower,9861603.30859375,15521.3687754981
783,72440,72440,Seneca,Seneca Township,Township,103.813,40.082,25652.503,17A,portrait,lower,186892425.273438,63156.9689010603
784,81160,81160,Tyrone,Tyrone Township,Township,94.991,36.676,23472.589,17A,portrait,lower,176312917.964844,54214.9674756509
785,21220,21220,Deerfield,Deerfield Township,Township,97.307,37.57,24044.731,17A,portrait,lower,180601590.058594,53723.5229550904
786,16920,16920,Cohoctah,Cohoctah Township,Township,99.474,38.407,24580.381,17A,portrait,lower,184613083.035156,54435.1460254716
787,17920,17920,Conway,Conway Township,Township,97.814,37.766,24170.224,17A,portrait,lower,181527823.273438,54033.0464426578
788,37040,37040,Hartland,Hartland Township,Township,96.467,37.246,23837.146,17A,portrait,lower,178543078.800781,53546.3685716238
789,60120,60120,Oceola,Oceola Township,Township,95.246,36.774,23535.442,17A,portrait,lower,176268652.359375,54213.6142617013
790,36340,36340,Handy,Handy Township,Township,89.308,34.482,22068.331,17A,landscape,lower,165270310.964844,51387.5015113631
791,39540,39540,Howell,City of Howell,City,13.267,5.122,3278.215,17A,portrait,lower,24523350.875,45808.7067805361
792,39560,39560,Howell,Howell Township,Township,82.894,32.005,20483.306,17A,portrait,lower,153420229.0625,63995.3285854018
793,10640,10640,Brighton,Brighton Township,Township,89.538,34.571,22125.078,17A,landscape,lower,165264203.453125,53686.1576375581
794,31860,31860,Genoa,Genoa Township,Township,93.687,36.173,23150.279,17A,portrait,lower,172896947.953125,62276.3814094085
795,51640,51640,Marion,Marion Township,Township,92.838,35.845,22940.645,17A,portrait,lower,171317811.4375,63686.9648193119
796,40900,40900,Iosco,Iosco Township,Township,91.817,35.451,22688.259,17A,portrait,lower,169440228.421875,52178.6816956867
797,10620,10620,Brighton,City of Brighton,City,9.487,3.663,2344.243,17A,portrait,lower,17492580.5195312,26482.6850242148
798,35060,35060,Green Oak,Green Oak Township,Township,95.673,36.939,23640.943,17A,landscape,lower,176085166.925781,54482.8398633926
799,36100,36100,Hamburg,Hamburg Township,Township,93.247,36.003,23041.473,17A,landscape,lower,171610452.9375,52496.6652361923
800,66540,66540,Putnam,Putnam Township,Township,92.105,35.562,22759.435,17A,landscape,lower,169497989.46875,52189.2591966534
801,81240,81240,Unadilla,Unadilla Township,Township,89.797,34.671,22188.984,17A,landscape,lower,165250102.292969,51510.8173566549
802,50440,50440,McMillan,McMillan Township,Township,1564.258,603.961,386532.349,17A,landscape,upper,3306643361.82031,270554.270356961
803,17480,17480,Columbus,Columbus Township,Township,370.551,143.07,91564.077,17A,portrait,upper,779984288.773438,111738.842834895
804,63500,63500,Pentland,Pentland Township,Township,277.896,107.296,68668.881,17A,landscape,upper,582151982.582031,111504.447675861
805,44540,44540,Lakefield,Lakefield Township,Township,186.145,71.871,45996.967,17A,landscape,upper,389977628.390625,83838.1600122592
806,39760,39760,Hudson,Hudson Township,Township,179.583,69.337,44375.517,17A,portrait,upper,374472241.765625,88268.6093376402
807,65600,65600,Portage,Portage Township,Township,186.958,72.185,46197.867,17A,landscape,upper,390462272.769531,83769.7416170008
808,10360,10360,Brevort,Brevort Township,Township,255.889,98.799,63230.953,17A,portrait,upper,531499434.5,97814.7832022708
809,55480,55480,Moran,Moran Township,Township,344.39,132.969,85099.65,17A,portrait,upper,714720807.5,205091.625200505
810,57640,57640,Newton,Newton Township,Township,400.9,154.788,99063.452,17A,portrait,upper,833174687.300781,122020.084995005
811,31620,31620,Garfield,Garfield Township,Township,355.93,137.425,87951.335,17A,portrait,upper,742225526.5625,136485.894884014
812,37660,37660,Hendricks,Hendricks Township,Township,206.729,79.818,51083.366,17A,portrait,upper,430866059.097656,115967.388902379
813,51880,51880,Marquette,Marquette Township,Township,251.856,97.242,62234.289,17A,portrait,upper,523740415.675781,142292.507307838
814,70860,70860,St Ignace,St Ignace Township,Township,253.062,97.707,62532.376,17A,portrait,upper,525626064.769531,158549.389234903
815,16060,16060,Clark,Clark Township,Township,205.245,79.245,50716.51,17A,landscape,upper,425657130.78125,380609.264997765
816,70840,70840,St Ignace,City of St Ignace,City,6.863,2.65,1695.88,17A,portrait,upper,14159585.6679688,26555.5930576888
817,50280,50280,Mackinac Island,City of Mackinac Island,City,11.09,4.282,2740.383,17A,portrait,upper,22871525.5195312,30583.2350894473
818,09500,9500,Bois Blanc,Bois Blanc Township,Township,95.746,36.968,23659.122,17A,landscape,upper,196818439.300781,84494.2718409592
819,68400,68400,Richmond,Richmond Township,Township,97.158,37.513,24007.972,17A,landscape,lower,180930838.40625,64200.975198549
820,03540,3540,Armada,Armada Township,Township,94.59,36.521,23373.547,17A,portrait,lower,176147398.777344,53137.1286367758
821,11300,11300,Bruce,Bruce Township,Township,96.239,37.158,23781.022,17A,portrait,lower,179205840.175781,53753.5070711453
822,46900,46900,Lenox,Lenox Township,Township,100.585,38.836,24854.873,17A,landscape,lower,186776157.632812,56015.569308933
823,67420,67420,Ray,Ray Township,Township,95.001,36.68,23475.077,17A,portrait,lower,176412142.546875,53113.167409665
824,84120,84120,Washington,Washington Township,Township,95.218,36.764,23528.656,17A,portrait,lower,176804931.394531,53216.4644950104
825,15340,15340,Chesterfield,Chesterfield Township,Township,72.068,27.825,17808.178,17A,landscape,lower,133482964.394531,55691.0711585727
826,50480,50480,Macomb,Macomb Township,Township,94.451,36.468,23339.069,17A,portrait,lower,174897170.613281,52967.9406595184
827,72820,72820,Shelby,Shelby Township,Township,91.148,35.192,22522.853,17A,portrait,lower,168782252.828125,58226.3583124883
828,57100,57100,New Baltimore,City of New Baltimore,City,11.921,4.603,2945.763,17A,landscape,lower,22085217.5859375,22944.8385252203
829,81540,81540,Utica,City of Utica,City,4.615,1.782,1140.406,17A,landscape,lower,8534448.19140625,19038.4263873492
830,36820,36820,Harrison,Harrison Township,Township,38.716,14.948,9566.805,17A,portrait,lower,71503482.8046875,55424.5623706541
831,16520,16520,Clinton,Clinton Township,Township,72.98,28.178,18033.539,17A,portrait,lower,134767608.167969,70807.3547566822
832,76460,76460,Sterling Heights,City of Sterling Heights,City,95.056,36.701,23488.692,17A,portrait,lower,175515588.636719,55825.0716360982
833,55820,55820,Mt Clemens,City of Mt Clemens,City,10.865,4.195,2684.814,17A,portrait,lower,20071203.5195312,25649.655493565
834,30420,30420,Fraser,City of Fraser,City,10.761,4.155,2659.055,17A,landscape,lower,19842280.3828125,17802.5419676272
835,70760,70760,St Clair Shores,City of St Clair Shores,City,30.257,11.682,7476.65,17A,portrait,lower,55709342.2421875,52806.3398071487
836,69800,69800,Roseville,City of Roseville,City,25.516,9.852,6304.959,17A,portrait,lower,47001772.125,32367.2694761281
837,84000,84000,Warren,City of Warren,City,88.988,34.358,21989.1,17A,portrait,lower,163857067.734375,64766.4693017634
838,14320,14320,Center Line,City of Center Line,City,4.531,1.749,1119.537,17A,portrait,lower,8339088.87109375,11939.2860152957
839,24290,24290,Eastpointe,City of Eastpointe,City,13.271,5.124,3279.337,17A,landscape,lower,24414580.5585938,20474.1551692428
840,03320,3320,Arcadia,Arcadia Township,Township,49.129,18.969,12139.985,17A,portrait,lower,96568797.2109375,40707.6341128435
841,64860,64860,Pleasanton,Pleasanton Township,Township,91.737,35.42,22668.415,17A,portrait,lower,180322246.457031,53789.2764131374
842,75680,75680,Springdale,Springdale Township,Township,92.26,35.621,22797.589,17A,portrait,lower,181336001.742188,53959.215229319
843,16380,16380,Cleon,Cleon Township,Township,93.547,36.119,23115.83,17A,portrait,lower,183860799.238281,54265.6298996194
844,60760,60760,Onekama,Onekama Township,Township,56.282,21.731,13907.509,17A,portrait,lower,110303550.984375,43942.1500652197
845,06480,6480,Bear Lake,Bear Lake Township,Township,93.383,36.055,23075.22,17A,portrait,lower,183019823.164062,54006.4802603031
846,51000,51000,Maple Grove,Maple Grove Township,Township,92.721,35.8,22911.543,17A,portrait,lower,181704804.394531,54091.8265763716
847,51580,51580,Marilla,Marilla Township,Township,91.998,35.52,22732.899,17A,portrait,lower,180279713.625,53782.624692065
848,50740,50740,Manistee,Manistee Township,Township,119.473,46.129,29522.083,17A,portrait,lower,233345141.765625,62643.4435744216
849,11160,11160,Brown,Brown Township,Township,93.546,36.118,23115.533,17A,portrait,lower,182800036.453125,54041.9413469971
850,22320,22320,Dickson,Dickson Township,Township,185.157,71.489,45752.687,17A,landscape,lower,361773774.296875,80802.5880101918
851,50720,50720,Manistee,City of Manistee,City,11.1,4.286,2742.78,17A,landscape,lower,21648373.7226562,25702.0760705756
852,76840,76840,Stronach,Stronach Township,Township,144.126,55.647,35613.969,17A,landscape,lower,280774664.925781,78815.5710628399
853,57900,57900,Norman,Norman Township,Township,187.143,72.256,46243.475,17A,landscape,lower,364577960.902344,80964.8885301506
854,28040,28040,Filer,Filer Township,Township,41.729,16.111,10311.288,17A,landscape,lower,81263262.9882812,41985.341823173
855,66120,66120,Powell,Powell Township,Township,419.285,161.886,103606.549,17A,landscape,upper,895419522.621094,208306.993983961
856,53540,53540,Michigamme,Michigamme Township,Township,367.617,141.937,90839.129,17A,portrait,upper,780493982.421875,165704.323403896
857,14540,14540,Champion,Champion Township,Township,323.175,124.778,79857.533,17A,portrait,upper,685682907.175781,139949.936668448
858,41240,41240,Ishpeming,Ishpeming Township,Township,237.183,91.576,58608.482,17A,portrait,upper,503058508.570312,123677.755534905
859,51920,51920,Marquette,Marquette Township,Township,143.924,55.569,35564.126,17A,portrait,upper,305024607.585938,123498.033191594
860,25820,25820,Ely,Ely Township,Township,364.38,140.687,90039.327,17A,portrait,upper,766998842.132812,144709.0607353
861,56880,56880,Negaunee,Negaunee Township,Township,112.89,43.587,27895.522,17A,portrait,upper,238731764.835938,69809.9591733305
862,51900,51900,Marquette,City of Marquette,City,29.899,11.544,7388.038,17A,portrait,upper,63227115.1289062,62917.6724609383
863,56860,56860,Negaunee,City of Negaunee,City,37.115,14.33,9171.277,17A,landscape,upper,78350465.4726562,38983.3285318998
864,41220,41220,Ishpeming,City of Ishpeming,City,24.214,9.349,5983.362,17A,portrait,upper,51094825.8203125,32737.9882510298
865,68000,68000,Republic,Republic Township,Township,309.589,119.533,76500.344,17A,portrait,upper,650583137.257812,121225.83998725
866,39940,39940,Humboldt,Humboldt Township,Township,247.654,95.619,61196.091,17A,portrait,upper,520456047.585938,121370.070895943
867,71460,71460,Sands,Sands Township,Township,181.981,70.263,44967.995,17A,portrait,upper,383073618.796875,86159.1504260028
868,15660,15660,Chocolay,Chocolay Township,Township,155.404,60.002,38400.742,17A,landscape,upper,327599046.894531,84196.2934895921
869,79780,79780,Tilden,Tilden Township,Township,248.099,95.791,61305.837,17A,portrait,upper,521128430.832031,109911.330890943
870,68420,68420,Richmond,Richmond Township,Township,149.345,57.662,36903.509,17A,portrait,upper,314196159.261719,74200.6274741464
871,85540,85540,West Branch,West Branch Township,Township,92.384,35.669,22828.323,17A,portrait,upper,194173872.664062,55760.3628039913
872,74110,74110,Skandia,Skandia Township,Township,186.79,72.12,46156.281,17A,portrait,upper,391988394.621094,84028.652802867
873,29720,29720,Forsyth,Forsyth Township,Township,464.05,179.17,114668.123,17A,landscape,upper,971016013.828125,139451.708000505
874,80780,80780,Turin,Turin Township,Township,217.388,83.934,53717.28,17A,landscape,upper,453902533.589844,92970.3008045519
875,85260,85260,Wells,Wells Township,Township,401.437,154.995,99196.052,17A,landscape,upper,834179395.628906,129058.586695968
876,26840,26840,Ewing,Ewing Township,Township,126.591,48.877,31280.936,17A,portrait,upper,263240292.453125,91448.3755425792
877,34320,34320,Grant,Grant Township,Township,126.468,48.83,31250.694,17A,landscape,lower,245645579.582031,70036.3092105713
878,30620,30620,Freesoil,Freesoil Township,Township,101.178,39.065,25001.34,17A,portrait,lower,196541749.148438,56397.2309619196
879,52640,52640,Meade,Meade Township,Township,97.178,37.52,24012.881,17A,portrait,lower,188757616.441406,54921.921876423
880,36220,36220,Hamlin,Hamlin Township,Township,88.967,34.35,21984.067,17A,portrait,lower,172279524.136719,53317.8567112771
881,82360,82360,Victory,Victory Township,Township,94.469,36.475,23343.594,17A,portrait,lower,182950837.894531,54161.7215547209
882,73240,73240,Sherman,Sherman Township,Township,93.818,36.223,23182.709,17A,portrait,lower,181685432.019531,53988.451827479
883,73060,73060,Sheridan,Sheridan Township,Township,92.86,35.853,22945.941,17A,portrait,lower,179828264.488281,53909.3592523692
884,01980,1980,Amber,Amber Township,Township,72.949,28.166,18025.949,17A,landscape,lower,140896268.980469,62808.3106648306
885,19440,19440,Custer,Custer Township,Township,90.705,35.021,22413.455,17A,landscape,lower,175142440.53125,58399.9759165716
886,10020,10020,Branch,Branch Township,Township,93.198,35.984,23029.47,17A,landscape,lower,179957213.605469,53718.8719758816
887,63600,63600,Pere Marquette,Pere Marquette Township,Township,40.335,15.573,9966.88,17A,portrait,lower,77833973.609375,68703.5366039196
888,49640,49640,Ludington,City of Ludington,City,9.796,3.782,2420.588,17A,portrait,lower,18919602.4257812,29253.0931971727
889,72080,72080,Scottville,City of Scottville,City,3.857,1.489,953.095,17A,portrait,lower,7448495.99609375,18797.1747611606
890,68860,68860,Riverton,Riverton Township,Township,91.207,35.215,22537.525,17A,portrait,lower,175648333.785156,64871.9417146516
891,24820,24820,Eden,Eden Township,Township,93.188,35.98,23026.932,17A,portrait,lower,179414918.539062,53460.761336615
892,49140,49140,Logan,Logan Township,Township,93.053,35.928,22993.67,17A,portrait,lower,179153847.410156,53658.9855229463
893,77220,77220,Summit,Summit Township,Township,36.979,14.278,9137.728,17A,portrait,lower,71184877.5195312,35992.6376120366
894,29680,29680,Fork,Fork Township,Township,91.1,35.174,22511.02,17A,portrait,lower,174894988.589844,52953.4079482442
895,34760,34760,Green,Green Township,Township,97.321,37.576,24048.406,17A,landscape,lower,186854791.226562,59710.6646958495
896,15600,15600,Chippewa,Chippewa Township,Township,91.567,35.354,22626.441,17A,portrait,lower,175793707.679688,53128.2660684368
897,34340,34340,Grant,Grant Township,Township,88.075,34.006,21763.568,17A,landscape,lower,169081248.390625,52734.7571986511
898,73080,73080,Sheridan,Sheridan Township,Township,92.572,35.742,22874.884,17A,portrait,lower,177210215.152344,53102.0972219774
899,52060,52060,Martiny,Martiny Township,Township,91.742,35.421,22669.583,17A,portrait,lower,175623362.070312,53170.7042051549
900,17160,17160,Colfax,Colfax Township,Township,92.816,35.836,22935.002,17A,landscape,lower,177681418.578125,53348.4898182026
901,08320,8320,Big Rapids,Big Rapids Township,Township,80.16,30.95,19807.736,17A,landscape,lower,153443907.949219,82454.361405983
902,08300,8300,Big Rapids,City of Big Rapids,City,11.622,4.487,2871.837,17A,portrait,lower,22259123.8632812,29393.5961994347
903,55600,55600,Morton,Morton Township,Township,92.225,35.608,22788.953,17A,landscape,lower,176043348.160156,53171.3545311876
904,86560,86560,Wheatland,Wheatland Township,Township,92.341,35.653,22817.729,17A,landscape,lower,176260973.320312,53149.0863712017
905,52780,52780,Mecosta,Mecosta Township,Township,93.027,35.918,22987.27,17A,portrait,lower,177576224.851562,53146.1981366649
906,04380,4380,Austin,Austin Township,Township,92.552,35.734,22869.805,17A,landscape,lower,176668233.292969,53241.7550032564
907,38540,38540,Hinton,Hinton Township,Township,92.651,35.773,22894.273,17A,landscape,lower,176352689.683594,53113.2736273777
908,54020,54020,Millbrook,Millbrook Township,Township,92.804,35.832,22932.077,17A,landscape,lower,176639159.625,53124.9247245389
909,00500,500,Aetna,Aetna Township,Township,92.935,35.882,22964.371,17A,landscape,lower,176890562.007812,53246.7479939024
910,21240,21240,Deerfield,Deerfield Township,Township,92.775,35.82,22924.87,17A,landscape,lower,176588869.566406,53200.6542448411
911,75350,75350,Spalding,Spalding Township,Township,422.186,163.006,104323.345,17A,portrait,upper,869516999.167969,153101.162319276
912,36760,36760,Harris,Harris Township,Township,370.708,143.13,91602.841,17A,portrait,upper,763411187.902344,148327.31450091
913,53460,53460,Meyer,Meyer Township,Township,233.122,90.008,57605.048,17A,portrait,upper,478972570.570312,111282.824019769
914,27300,27300,Faithorn,Faithorn Township,Township,140.307,54.172,34670.179,17A,landscape,upper,287275180.0625,91910.5122953705
915,56440,56440,Nadeau,Nadeau Township,Township,209.277,80.802,51712.977,17A,landscape,upper,427271121.871094,82865.2476994983
916,33160,33160,Gourley,Gourley Township,Township,92.209,35.602,22785.028,17A,landscape,upper,188417335.164062,54852.9359819063
917,38760,38760,Holmes,Holmes Township,Township,187.235,72.291,46266.175,17A,landscape,upper,381647048.128906,86176.1903866571
918,14240,14240,Cedarville,Cedarville Township,Township,204.913,79.117,50634.5,17A,portrait,upper,416942410.351562,91373.5348052686
919,19580,19580,Daggett,Daggett Township,Township,93.42,36.069,23084.32,17A,landscape,upper,190093246.839844,59841.924362928
920,44360,44360,Lake,Lake Township,Township,188.315,72.708,46533.101,17A,landscape,upper,382251481.183594,95042.4290903201
921,76400,76400,Stephenson,Stephenson Township,Township,106.66,41.181,26355.891,17A,landscape,upper,216548991.898438,74816.8496052783
922,76380,76380,Stephenson,City of Stephenson,City,2.812,1.086,694.923,17A,landscape,upper,5709334.08203125,10446.2677657763
923,52860,52860,Mellen,Mellen Township,Township,81.278,31.381,20083.945,17A,portrait,upper,164573531.769531,64891.3724474857
924,40600,40600,Ingallston,Ingallston Township,Township,185.238,71.521,45772.875,17A,portrait,upper,374634377.191406,96635.8273371064
925,53040,53040,Menominee,Menominee Township,Township,190.421,73.522,47053.481,17A,portrait,upper,383834067.480469,96556.0108836692
926,53020,53020,Menominee,City of Menominee,City,14.079,5.436,3479.036,17A,portrait,upper,28290167.5820312,44350.5421708824
927,54320,54320,Mills,Mills Township,Township,93.102,35.947,23005.739,17A,landscape,lower,178800515.542969,53490.929534435
928,39160,39160,Hope,Hope Township,Township,60.421,23.329,14930.221,17A,portrait,lower,116044463.207031,44073.6198406153
929,24830,24830,Edenville,Edenville Township,Township,92.953,35.889,22969.01,17A,portrait,lower,178442785.867188,53568.2978946947
930,84020,84020,Warren,Warren Township,Township,90.387,34.899,22334.907,17A,portrait,lower,173527488.855469,67522.3962126478
931,17100,17100,Coleman,City of Coleman,City,3.217,1.242,794.902,17A,portrait,lower,6173268.14453125,13874.7331568864
932,41760,41760,Jerome,Jerome Township,Township,92.309,35.641,22809.823,17A,portrait,lower,176698009.171875,53231.5534193277
933,31820,31820,Geneva,Geneva Township,Township,93.254,36.005,23043.299,17A,portrait,lower,178518314.46875,53461.8273000916
934,46160,46160,Larkin,Larkin Township,Township,83.103,32.086,20534.866,17A,landscape,lower,159167992.664062,78473.8762081066
935,47680,47680,Lincoln,Lincoln Township,Township,60.436,23.334,14933.952,17A,portrait,lower,115745287.367188,50124.7077595431
936,46640,46640,Lee,Lee Township,Township,92.996,35.906,22979.519,17A,portrait,lower,177503909.601562,53283.0048941162
937,34860,34860,Greendale,Greendale Township,Township,93.354,36.044,23068.023,17A,portrait,lower,178188429.742188,53388.5673488514
938,38980,38980,Homer,Homer Township,Township,55.392,21.387,13687.491,17A,portrait,lower,105771910.003906,62069.5173189799
939,53800,53800,Midland,Midland Township,Township,19.865,7.67,4908.75,17A,landscape,lower,37910334.953125,56799.6080138448
940,40620,40620,Ingersoll,Ingersoll Township,Township,94.685,36.558,23396.879,17A,portrait,lower,180297500.339844,54891.581518992
941,55940,55940,Mt Haley,Mt Haley Township,Township,61.78,23.853,15266,17A,portrait,lower,117641948.042969,44348.7464281554
942,65740,65740,Porter,Porter Township,Township,92.966,35.894,22972.259,17A,portrait,lower,176941037.15625,53185.2051206826
943,41560,41560,Jasper,Jasper Township,Township,93.33,36.035,23062.04,17A,portrait,lower,177636027.671875,53343.4289642284
944,59280,59280,Norwich,Norwich Township,Township,187.849,72.528,46417.934,17A,landscape,lower,369162174.625,81178.393263781
945,09080,9080,Bloomfield,Bloomfield Township,Township,92.461,35.699,22847.335,17A,landscape,lower,181723068.671875,54027.0526431197
946,64460,64460,Pioneer,Pioneer Township,Township,93.095,35.944,23004.115,17A,landscape,lower,182961665.746094,54108.583801556
947,26200,26200,Enterprise,Enterprise Township,Township,90.653,35.001,22400.542,17A,landscape,lower,177620921.886719,53412.4310327294
948,29440,29440,Forest,Forest Township,Township,91.111,35.178,22513.743,17A,landscape,lower,178540155.679688,54103.2385194107
949,12440,12440,Caldwell,Caldwell Township,Township,92.102,35.561,22758.743,17A,landscape,lower,180487919.175781,53739.1489347678
950,85560,85560,West Branch,West Branch Township,Township,92.114,35.565,22761.551,17A,landscape,lower,180492969.371094,53637.7629140262
951,44480,44480,Lake City,City of Lake City,City,2.704,1.044,668.229,17A,portrait,lower,5289953.35546875,12166.5576949742
952,67840,67840,Reeder,Reeder Township,Township,90.346,34.883,22324.776,17A,portrait,lower,176518873.949219,53822.0389188628
953,44380,44380,Lake,Lake Township,Township,93.26,36.008,23044.712,17A,landscape,lower,182222310.914062,53878.2822412724
954,00520,520,Aetna,Aetna Township,Township,92.929,35.88,22962.969,17A,landscape,lower,181559560.167969,53921.397028789
955,12200,12200,Butterfield,Butterfield Township,Township,93.3,36.023,23054.586,17A,landscape,lower,182273708.335938,53993.8084315287
956,68280,68280,Richland,Richland Township,Township,92.093,35.557,22756.402,17A,landscape,lower,179415248.835938,58663.3177129909
957,68820,68820,Riverside,Riverside Township,Township,92.011,35.525,22736.075,17A,landscape,lower,179251376.886719,56303.3991102666
958,15900,15900,Clam Union,Clam Union Township,Township,93.071,35.935,22998.177,17A,landscape,lower,181306323.089844,53825.5617760253
959,38620,38620,Holland,Holland Township,Township,92.825,35.84,22937.216,17A,landscape,lower,180813930.566406,53797.8232159281
960,49980,49980,McBain,City of McBain,City,3.252,1.256,803.7,17A,portrait,lower,6333757.46484375,12641.2154123529
961,03680,3680,Ash,Ash Township,Township,90.159,34.81,22278.523,17A,landscape,lower,163750009.832031,52066.60234583
962,26880,26880,Exeter,Exeter Township,Township,94.87,36.629,23442.667,17A,landscape,lower,172264479.515625,52513.7746325002
963,49180,49180,London,London Township,Township,92.849,35.849,22943.213,17A,landscape,lower,168589135.023438,52198.4871936182
964,53900,53900,Milan,Milan Township,Township,88.18,34.046,21789.572,17A,landscape,lower,160093799.261719,66613.9274987504
965,07720,7720,Berlin,Berlin Township,Township,84.898,32.779,20978.464,17A,landscape,lower,154060891.429688,95099.858248227
966,30820,30820,Frenchtown,Frenchtown Township,Township,111.776,43.157,27620.065,17A,landscape,lower,202442840.4375,109689.597701654
967,66900,66900,Raisinville,Raisinville Township,Township,125.566,48.481,31027.782,17A,landscape,lower,227380318.976562,65825.6356307609
968,23400,23400,Dundee,Dundee Township,Township,125.781,48.564,31080.734,17A,landscape,lower,227792312.507812,65509.3990954145
969,55020,55020,Monroe,City of Monroe,City,26.455,10.214,6537.038,17A,landscape,lower,47845020.7382812,64418.790099682
970,55040,55040,Monroe,Monroe Township,Township,46.427,17.926,11472.308,17A,landscape,lower,83908902.65625,54162.6877029267
971,77140,77140,Summerfield,Summerfield Township,Township,109.353,42.221,27021.54,17A,portrait,lower,197519151.070312,68907.5414503805
972,40260,40260,Ida,Ida Township,Township,95.567,36.898,23614.758,17A,landscape,lower,172582655.960938,52526.8612733486
973,63800,63800,Petersburg,City of Petersburg,City,1.466,0.566,362.375,17A,landscape,lower,2651138.64453125,12117.482088178
974,46260,46260,Lasalle,Lasalle Township,Township,69.543,26.851,17184.336,17A,landscape,lower,125543076.386719,48979.0003103895
975,49700,49700,Luna Pier,City of Luna Pier,City,3.835,1.481,947.592,17A,portrait,lower,6912260.41796875,21636.192066996
976,06740,6740,Bedford,Bedford Township,Township,101.915,39.349,25183.436,17A,portrait,lower,183531923.957031,54217.6191402957
977,86740,86740,Whiteford,Whiteford Township,Township,104.065,40.18,25714.8,17A,portrait,lower,187393498.179688,54805.2104270371
978,26320,26320,Erie,Erie Township,Township,65.352,25.232,16148.568,17A,portrait,lower,117702358.449219,90487.2735007837
979,68300,68300,Richland,Richland Township,Township,93.658,36.161,23143.13,17A,landscape,lower,177755179.773438,53490.3517324698
980,38840,38840,Home,Home Township,Township,93.5,36.1,23104.123,17A,landscape,lower,177454739.484375,53507.9628797836
981,14000,14000,Cato,Cato Township,Township,93.209,35.988,23032.206,17A,landscape,lower,176908736.609375,53250.4250120121
982,07200,7200,Belvidere,Belvidere Township,Township,93.166,35.971,23021.471,17A,landscape,lower,176822559.835938,53256.427726468
