OBJECTID,FIPSCODE,FIPSNUM,NAME,LABEL,TYPE,SQKM,SQMILES,ACRES,VER,LAYOUT,PENINSULA,ShapeSTArea,ShapeSTLength
1,01040,1040,Alcona,Alcona Township,Township,170.108,65.679,42034.053,17A,landscape,lower,337943233.300781,104030.483899375
2,12460,12460,Caledonia,Caledonia Township,Township,188.086,72.62,46476.564,17A,landscape,lower,373993992.867188,108116.794643131
3,54740,54740,Mitchell,Mitchell Township,Township,371.289,143.355,91746.459,17A,portrait,lower,735853745.941406,135822.768046968
4,37380,37380,Haynes,Haynes Township,Township,90.69,35.016,22409.857,17A,landscape,lower,179699389.734375,57100.9344969967
5,37220,37220,Hawes,Hawes Township,Township,184.906,71.392,45690.897,17A,landscape,lower,366425585.457031,81097.175301499
6,36880,36880,Harrisville,Harrisville Township,Township,78.543,30.326,19408.279,17A,portrait,lower,155194778.003906,55410.0686247894
7,35740,35740,Gustin,Gustin Township,Township,92.81,35.834,22933.627,17A,landscape,lower,183376243.9375,54317.2331034083
8,54060,54060,Millen,Millen Township,Township,184.839,71.367,45674.334,17A,landscape,lower,365227776.316406,81064.7998656816
9,36860,36860,Harrisville,City of Harrisville,City,1.637,0.632,404.51,17A,portrait,lower,3235890.80859375,8418.88198572809
10,34820,34820,Greenbush,Greenbush Township,Township,67.68,26.131,16723.808,17A,portrait,lower,133323982.707031,46311.2730382827
11,53880,53880,Mikado,Mikado Township,Township,184.645,71.292,45626.353,17A,landscape,lower,363765997.191406,81075.4914517845
12,19320,19320,Curtis,Curtis Township,Township,183.323,70.781,45299.641,17A,landscape,lower,361188371.429688,80622.1656654715
13,11960,11960,Burt,Burt Township,Township,617.903,238.572,152685.447,17A,landscape,upper,1308471971.64453,164181.31449894
14,56220,56220,Munising,Munising Township,Township,532.04,205.421,131468.524,17A,portrait,upper,1119025770.23047,199727.516770724
15,33380,33380,Grand Island,Grand Island Township,Township,58.203,22.472,14382.235,17A,portrait,upper,122911573.441406,83770.4814568094
16,60820,60820,Onota,Onota Township,Township,229.8,88.726,56784.155,17A,landscape,upper,484295416.035156,102680.605898288
17,04460,4460,Au Train,Au Train Township,Township,383.122,147.923,94670.437,17A,portrait,upper,804033822.273438,150571.539696363
18,56200,56200,Munising,City of Munising,City,13.617,5.258,3364.914,17A,portrait,upper,28665548.7578125,43546.6341535525
19,69160,69160,Rock River,Rock River Township,Township,209.427,80.86,51749.915,17A,landscape,upper,439629016.832031,88605.1603345102
20,47540,47540,Limestone,Limestone Township,Township,194.403,75.059,48037.427,17A,landscape,upper,406561087.871094,111916.375682771
21,52360,52360,Mathias,Mathias Township,Township,186.365,71.955,46051.196,17A,landscape,upper,389252008.652344,83654.1038189558
22,46760,46760,Leighton,Leighton Township,Township,92.121,35.568,22763.45,17A,landscape,lower,170903743.75,55575.6264595163
23,28120,28120,Fillmore,Fillmore Township,Township,73.317,28.308,18116.93,17A,landscape,lower,135963190.679688,70449.5074275886
24,61820,61820,Overisel,Overisel Township,Township,92.497,35.713,22856.382,17A,landscape,lower,171578759.097656,52383.5870944752
25,22680,22680,Dorr,Dorr Township,Township,93.64,36.154,23138.633,17A,landscape,lower,173712964.859375,52746.2895957036
26,71100,71100,Salem,Salem Township,Township,93.255,36.006,23043.51,17A,landscape,lower,172989399.578125,52667.4772581361
27,45180,45180,Laketown,Laketown Township,Township,56.093,21.658,13860.815,17A,portrait,lower,104038937.117188,45392.3470726964
28,84880,84880,Wayland,City of Wayland,City,7.777,3.003,1921.636,17A,landscape,lower,14402765.0703125,19612.9720644262
29,84900,84900,Wayland,Wayland Township,Township,86.612,33.441,21402.089,17A,landscape,lower,160218536.792969,59917.4752285516
30,50840,50840,Manlius,Manlius Township,Township,93.088,35.941,23002.372,17A,landscape,lower,172190010.972656,56312.2763930161
31,37460,37460,Heath,Heath Township,Township,92.976,35.898,22974.576,17A,portrait,lower,171981598.832031,52500.0323446503
32,39200,39200,Hopkins,Hopkins Township,Township,93.216,35.991,23033.93,17A,landscape,lower,172445083.148438,52580.4440469802
33,55200,55200,Monterey,Monterey Township,Township,93.192,35.981,23027.95,17A,portrait,lower,172390617.027344,52566.345659917
34,71720,71720,Saugatuck,Saugatuck Township,Township,62.114,23.982,15348.63,17A,portrait,lower,114872272.992188,60264.711882967
35,22740,22740,Village of Douglas,City of Village of Douglas,City,5.114,1.975,1263.78,17A,landscape,lower,9460375.01953125,15695.5721738385
36,71700,71700,Saugatuck,City of Saugatuck,City,4.383,1.692,1083.001,17A,portrait,lower,8111657.6484375,19329.2457418251
37,27740,27740,Fennville,City of Fennville,City,2.983,1.152,737.19,17A,landscape,lower,5510416.8828125,11784.82059626
38,52000,52000,Martin,Martin Township,Township,93.108,35.949,23007.195,17A,landscape,lower,171774769.511719,52561.902003613
39,84580,84580,Watson,Watson Township,Township,93.434,36.075,23087.859,17A,landscape,lower,172369020.699219,52391.3142481299
40,01280,1280,Allegan,Allegan Township,Township,82.183,31.731,20307.716,17A,landscape,lower,151617063.394531,81379.8539701452
41,16720,16720,Clyde,Clyde Township,Township,91.726,35.415,22665.766,17A,landscape,lower,169185172.472656,56056.2027957583
42,81580,81580,Valley,Valley Township,Township,93.147,35.964,23016.957,17A,landscape,lower,171816679.96875,52522.7358700194
43,31360,31360,Ganges,Ganges Township,Township,84.567,32.651,20896.621,17A,portrait,lower,155963148.53125,49981.5239702206
44,01260,1260,Allegan,City of Allegan,City,11.36,4.386,2807.193,17A,landscape,lower,20942591.1640625,28747.9110596042
45,35720,35720,Gunplain,Gunplain Township,Township,88.892,34.321,21965.495,17A,portrait,lower,163550507.324219,71749.0568440659
46,80620,80620,Trowbridge,Trowbridge Township,Township,92.677,35.783,22900.815,17A,portrait,lower,170486163.695312,52292.2290546593
47,46600,46600,Lee,Lee Township,Township,93.481,36.093,23099.426,17A,portrait,lower,171941702.167969,52583.4422644215
48,15200,15200,Cheshire,Cheshire Township,Township,92.949,35.888,22967.938,17A,portrait,lower,170972194.433594,52309.0468389408
49,13700,13700,Casco,Casco Township,Township,100.881,38.95,24927.878,17A,landscape,lower,185530530.335938,57330.2856339865
50,61620,61620,Otsego,City of Otsego,City,5.499,2.123,1358.747,17A,portrait,lower,10113914.8945312,22913.6865370246
51,64740,64740,Plainwell,City of Plainwell,City,5.363,2.071,1325.207,17A,landscape,lower,9860640.38671875,20634.6959875212
52,61640,61640,Otsego,Otsego Township,Township,87.726,33.871,21677.217,17A,landscape,lower,161390580.488281,75911.5232764243
53,51220,51220,Maple Ridge,Maple Ridge Township,Township,139.067,53.694,34363.837,17A,portrait,lower,279524880.011719,68589.5220795623
54,49360,49360,Long Rapids,Long Rapids Township,Township,141.441,54.61,34950.395,17A,portrait,lower,284311195.109375,68432.9708507524
55,85180,85180,Wellington,Wellington Township,Township,138.189,53.355,34146.759,17A,portrait,lower,277779477.199219,68311.6261874388
56,01740,1740,Alpena,City of Alpena,City,22.913,8.847,5661.827,17A,landscape,lower,45945499.8085938,58060.0684344348
57,87680,87680,Wilson,Wilson Township,Township,207.021,79.931,51155.498,17A,landscape,lower,414267558.121094,84946.0337697131
58,34740,34740,Green,Green Township,Township,207.527,80.126,51280.524,17A,landscape,lower,415301831.15625,83982.1815548011
59,01760,1760,Alpena,Alpena Township,Township,292.277,112.848,72222.372,17A,portrait,lower,586537452.425781,289289.38780373
60,71240,71240,Sanborn,Sanborn Township,Township,113.343,43.762,28007.275,17A,landscape,lower,225888065.125,78034.6743171495
61,61520,61520,Ossineke,Ossineke Township,Township,277.596,107.18,68594.76,17A,landscape,lower,553443212.382812,108437.948802099
62,05240,5240,Banks,Banks Township,Township,118.706,45.832,29332.506,17A,landscape,lower,238951677.660156,63548.4337236944
63,80100,80100,Torch Lake,Torch Lake Township,Township,54.613,21.086,13495.012,17A,portrait,lower,109474204.953125,56474.9065496104
64,41960,41960,Jordan,Jordan Township,Township,91.173,35.202,22529.012,17A,portrait,lower,182951565.949219,54276.9698084145
65,83300,83300,Warner,Warner Township,Township,92.162,35.584,22773.457,17A,portrait,lower,184926050.492188,54621.2715333876
66,14420,14420,Central Lake,Central Lake Township,Township,81.014,31.279,20018.659,17A,portrait,lower,162591722.492188,50336.8513688821
67,24640,24640,Echo,Echo Township,Township,91.524,35.337,22615.794,17A,landscape,lower,183667953.496094,54260.810874299
68,29600,29600,Forest Home,Forest Home Township,Township,86.785,33.508,21444.719,17A,portrait,lower,173602605.292969,58855.8663105959
69,42400,42400,Kearney,Kearney Township,Township,91.231,35.225,22543.544,17A,landscape,lower,182541296.179688,63524.3212627011
70,76260,76260,Star,Star Township,Township,88.931,34.336,21975.09,17A,landscape,lower,177912204.84375,53499.8653204229
71,15380,15380,Chestonia,Chestonia Township,Township,92.06,35.545,22748.344,17A,landscape,lower,184181619.695312,54318.2714174821
72,54440,54440,Milton,Milton Township,Township,106.556,41.141,26330.348,17A,portrait,lower,212626867.429688,74077.6573619518
73,50640,50640,Mancelona,Mancelona Township,Township,184.78,71.344,45659.592,17A,landscape,lower,368575952.089844,81460.7167401988
74,19400,19400,Custer,Custer Township,Township,91.102,35.175,22511.656,17A,portrait,lower,181728919.308594,53745.1364663566
75,37500,37500,Helena,Helena Township,Township,59.692,23.047,14750.149,17A,portrait,lower,119046766.019531,51699.2902071843
76,25340,25340,Elk Rapids,Elk Rapids Township,Township,28.392,10.962,7015.781,17A,portrait,lower,56623925.4414062,39279.826541452
77,87080,87080,Whitney,Whitney Township,Township,80.871,31.224,19983.461,17A,landscape,lower,157040516.128906,57642.1215221808
78,80840,80840,Turner,Turner Township,Township,83.686,32.311,20679.123,17A,landscape,lower,162514303.238281,51082.6453974522
79,52120,52120,Mason,Mason Township,Township,83.041,32.062,20519.612,17A,landscape,lower,161267292.871094,50847.3986519809
80,16240,16240,Clayton,Clayton Township,Township,83.23,32.135,20566.458,17A,landscape,lower,161642643.859375,50908.6701832483
81,54800,54800,Moffatt,Moffatt Township,Township,83.057,32.068,20523.502,17A,landscape,lower,161309606.652344,50830.5617468406
82,21120,21120,Deep River,Deep River Township,Township,91.963,35.507,22724.388,17A,portrait,lower,178112690.710938,53445.6962835797
83,00280,280,Adams,Adams Township,Township,92.447,35.694,22843.97,17A,landscape,lower,179054484.007812,53569.59913255
84,04120,4120,Au Gres,City of Au Gres,City,6.115,2.361,1511.143,17A,portrait,lower,11843931.5273438,21082.1088959307
85,60660,60660,Omer,City of Omer,City,3.097,1.196,765.179,17A,portrait,lower,5998749.0078125,11268.649855864
86,74020,74020,Sims,Sims Township,Township,29.748,11.486,7350.918,17A,landscape,lower,57659239.28125,57747.9631165599
87,04140,4140,Au Gres,Au Gres Township,Township,88.101,34.016,21770.027,17A,portrait,lower,170618806.3125,83461.6447635102
88,76140,76140,Standish,Standish Township,Township,71.863,27.746,17757.496,17A,landscape,lower,138783510.523438,96022.4243376203
89,03360,3360,Arenac,Arenac Township,Township,95.06,36.703,23489.533,17A,landscape,lower,184083581.4375,104707.585857894
90,76120,76120,Standish,City of Standish,City,5.25,2.027,1297.362,17A,landscape,lower,10148130.2734375,22900.7310641826
91,47580,47580,Lincoln,Lincoln Township,Township,55.097,21.273,13614.709,17A,portrait,lower,106417590.480469,65918.7249840391
92,05340,5340,Baraga,Baraga Township,Township,483.324,186.612,119430.687,17A,portrait,upper,1029434647.83594,167635.402468724
93,45560,45560,Lanse,Lanse Township,Township,647.458,249.984,159988.695,17A,landscape,upper,1377390978.76172,212158.029454199
94,03660,3660,Arvon,Arvon Township,Township,323.078,124.74,79833.346,17A,portrait,upper,690709256.648438,175947.936822688
95,76000,76000,Spurr,Spurr Township,Township,412.352,159.209,101893.375,17A,portrait,upper,871300873.054688,139346.655878811
96,18600,18600,Covington,Covington Township,Township,508.063,196.163,125543.74,17A,landscape,upper,1072813027.09766,153322.900864052
97,88440,88440,Woodland,Woodland Township,Township,93.032,35.92,22988.495,17A,portrait,lower,172622792.617188,52614.6136270401
98,13340,13340,Carlton,Carlton Township,Township,92.38,35.668,22827.241,17A,portrait,lower,171404364.332031,52346.0975759469
99,41120,41120,Irving,Irving Township,Township,93.426,36.072,23085.925,17A,portrait,lower,173340369.765625,52816.9016777962
100,79620,79620,Thornapple,Thornapple Township,Township,92.981,35.9,22975.912,17A,portrait,lower,172506273.199219,52573.6961507093
101,13960,13960,Castleton,Castleton Township,Township,92.592,35.75,22879.652,17A,portrait,lower,171326405.058594,52450.1882852847
102,37140,37140,Hastings,Hastings Township,Township,79.048,30.52,19532.921,17A,portrait,lower,146252218.066406,65614.3429106973
103,70420,70420,Rutland,Rutland Township,Township,93.464,36.087,23095.291,17A,landscape,lower,172925598.503906,55208.205194702
104,89020,89020,Yankee Springs,Yankee Springs Township,Township,92.833,35.843,22939.299,17A,portrait,lower,171751963.386719,52459.0436839184
105,37120,37120,Hastings,City of Hastings,City,13.675,5.28,3379.104,17A,portrait,lower,25310594.4765625,23972.0060633011
106,50960,50960,Maple Grove,Maple Grove Township,Township,93.252,36.005,23042.932,17A,portrait,lower,172067971.148438,52504.0735839902
107,05020,5020,Baltimore,Baltimore Township,Township,93.606,36.141,23130.296,17A,portrait,lower,172712317.808594,52850.964889823
108,39120,39120,Hope,Hope Township,Township,93.499,36.1,23103.816,17A,landscape,lower,172509764.382812,52649.0165503981
109,60980,60980,Orangeville,Orangeville Township,Township,92.274,35.627,22801.261,17A,landscape,lower,170244522.644531,52238.3192431379
110,03860,3860,Assyria,Assyria Township,Township,94.013,36.298,23230.838,17A,portrait,lower,172986903.089844,52643.6830790311
111,41860,41860,Johnstown,Johnstown Township,Township,94.529,36.498,23358.398,17A,portrait,lower,173928056.910156,52880.9257520071
112,05560,5560,Barry,Barry Township,Township,94.444,36.465,23337.317,17A,portrait,lower,173765642.832031,52777.0505695029
113,66260,66260,Prairieville,Prairieville Township,Township,94.439,36.463,23336.065,17A,portrait,lower,173754657.6875,52884.6277185937
114,32040,32040,Gibson,Gibson Township,Township,92.118,35.567,22762.54,17A,landscape,lower,177906829.609375,53314.7987115229
115,55920,55920,Mt Forest,Mt Forest Township,Township,92.979,35.899,22975.271,17A,landscape,lower,179058702.554688,53608.6747574776
116,64160,64160,Pinconning,City of Pinconning,City,2.23,0.861,551.076,17A,landscape,lower,4293030.4453125,11196.1808521343
117,64180,64180,Pinconning,Pinconning Township,Township,95.329,36.807,23556.091,17A,landscape,lower,183579539.039062,110537.2017644
118,31540,31540,Garfield,Garfield Township,Township,92.384,35.67,22828.362,17A,landscape,lower,177409507.253906,53288.2483486468
119,30400,30400,Fraser,Fraser Township,Township,85.033,32.831,21011.885,17A,landscape,lower,163296191.394531,101703.813017728
120,42360,42360,Kawkawlin,Kawkawlin Township,Township,86.569,33.424,21391.419,17A,portrait,lower,165755733.101562,54321.4793026208
121,06540,6540,Beaver,Beaver Township,Township,91.524,35.337,22615.79,17A,landscape,lower,175260046.628906,52955.1910759355
122,05120,5120,Bangor,Bangor Township,Township,38.541,14.881,9523.665,17A,portrait,lower,73661504.3007812,59333.3875776654
123,36260,36260,Hampton,Hampton Township,Township,72.83,28.12,17996.605,17A,landscape,lower,139020064.042969,101019.25463994
124,54980,54980,Monitor,Monitor Township,Township,95.712,36.954,23650.731,17A,landscape,lower,182743260.34375,57199.4054394092
125,87380,87380,Williams,Williams Township,Township,87.249,33.687,21559.396,17A,landscape,lower,166602867.007812,67920.8394189999
126,26420,26420,Essexville,City of Essexville,City,3.63,1.401,896.902,17A,portrait,lower,6930603.05859375,11344.6564078804
127,06020,6020,Bay City,City of Bay City,City,29.414,11.357,7268.325,17A,portrait,lower,56125405.7070312,52477.9686522085
128,04080,4080,Auburn,City of Auburn,City,2.722,1.051,672.715,17A,landscape,lower,5196873.37890625,11583.473576285
129,65980,65980,Portsmouth,Portsmouth Township,Township,52.323,20.202,12929.053,17A,landscape,lower,99716149.8242188,51337.6778721631
130,53220,53220,Merritt,Merritt Township,Township,81.981,31.653,20257.824,17A,portrait,lower,156050704.65625,52982.8956600248
131,30180,30180,Frankenlust,Frankenlust Township,Township,59.633,23.024,14735.421,17A,landscape,lower,113614908.761719,49094.1003570873
132,64760,64760,Platte,Platte Township,Township,94.388,36.443,23323.565,17A,portrait,lower,187200963.445312,54701.8246040701
133,01640,1640,Almira,Almira Township,Township,93.194,35.982,23028.49,17A,portrait,lower,184827272.089844,54409.518205022
134,44240,44240,Lake,Lake Township,Township,90.855,35.079,22450.486,17A,landscape,lower,180003542.546875,75661.3248341287
135,07600,7600,Benzonia,Benzonia Township,Township,87.599,33.822,21646.053,17A,portrait,lower,173176888.632812,54329.2205476802
136,39000,39000,Homestead,Homestead Township,Township,78.435,30.284,19381.551,17A,portrait,lower,155090100.199219,50196.4213074545
137,40700,40700,Inland,Inland Township,Township,93.618,36.146,23133.356,17A,portrait,lower,185108735.882812,54378.4745040927
138,19180,19180,Crystal Lake,Crystal Lake Township,Township,44.198,17.065,10921.354,17A,landscape,lower,87373600.1835938,42857.0302677459
139,30260,30260,Frankfort,City of Frankfort,City,4.099,1.583,1012.992,17A,portrait,lower,8102950.6953125,13653.8253397772
140,32180,32180,Gilmore,Gilmore Township,Township,19.349,7.471,4781.299,17A,landscape,lower,38203119.5429688,33706.9387896763
141,85160,85160,Weldon,Weldon Township,Township,94.803,36.603,23426.013,17A,portrait,lower,186890821.667969,54672.8581113969
142,17120,17120,Colfax,Colfax Township,Township,92.917,35.875,22960.125,17A,portrait,lower,183168064.195312,54213.7314355484
143,08840,8840,Blaine,Blaine Township,Township,54.505,21.045,13468.443,17A,portrait,lower,107428874.722656,42728.2204479117
144,42000,42000,Joyfield,Joyfield Township,Township,51.74,19.977,12785.207,17A,portrait,lower,101977560.097656,40623.8187239806
145,17340,17340,Coloma,Coloma Township,Township,49.398,19.073,12206.402,17A,portrait,lower,90103229.2226562,56196.7483732256
146,84520,84520,Watervliet,Watervliet Township,Township,37.516,14.485,9270.387,17A,portrait,lower,68415349.0390625,55776.6883307109
147,35860,35860,Hagar,Hagar Township,Township,48.404,18.689,11960.854,17A,portrait,lower,88249310.7773438,42793.706189936
148,84500,84500,Watervliet,City of Watervliet,City,3.164,1.221,781.717,17A,landscape,lower,5767533.703125,16198.4520172634
149,17320,17320,Coloma,City of Coloma,City,2.303,0.889,569.082,17A,portrait,lower,4198337.33984375,12308.0586454991
150,04840,4840,Bainbridge,Bainbridge Township,Township,91.538,35.343,22619.209,17A,landscape,lower,166493638.984375,51622.9722362289
151,07520,7520,Benton Harbor,City of Benton Harbor,City,11.448,4.42,2828.782,17A,landscape,lower,20820481.3476562,43126.0119216719
152,07400,7400,Benton,Benton Township,Township,85.159,32.88,21043.139,17A,portrait,lower,154877072.269531,82736.2127921875
153,70960,70960,St Joseph,City of St Joseph,City,9.462,3.653,2338.043,17A,portrait,lower,17198382.1757812,27496.8720500431
154,70980,70980,St Joseph,St Joseph Township,Township,18.027,6.96,4454.452,17A,portrait,lower,32736274.7734375,32131.7232782739
155,70100,70100,Royalton,Royalton Township,Township,48.114,18.577,11889.137,17A,portrait,lower,87242903.7734375,49220.7883400006
156,74440,74440,Sodus,Sodus Township,Township,51.697,19.96,12774.368,17A,portrait,lower,93778469.3046875,57459.7037606509
157,64480,64480,Pipestone,Pipestone Township,Township,93.006,35.91,22981.973,17A,portrait,lower,168703761.425781,52007.7037964321
158,47600,47600,Lincoln,Lincoln Township,Township,47.281,18.255,11683.332,17A,landscape,lower,85715850.6835938,37991.2653761286
159,44260,44260,Lake,Lake Township,Township,48.353,18.669,11948.277,17A,portrait,lower,87440788.0585938,56838.7827218239
160,61180,61180,Oronoko,Oronoko Township,Township,86.183,33.275,21296.083,17A,landscape,lower,155901243.707031,58028.62408935
161,05520,5520,Baroda,Baroda Township,Township,46.178,17.829,11410.758,17A,portrait,lower,83524989.9648438,38759.2730994387
162,07820,7820,Berrien,Berrien Township,Township,95.139,36.733,23509.12,17A,landscape,lower,172091250.375,61634.5481112794
163,10580,10580,Bridgman,City of Bridgman,City,7.575,2.925,1871.688,17A,landscape,lower,13698501.2617188,19927.8784378815
164,15480,15480,Chikaming,Chikaming Township,Township,57.299,22.123,14158.853,17A,landscape,lower,103354127.402344,45860.2650219797
165,85120,85120,Weesaw,Weesaw Township,Township,92.19,35.595,22780.484,17A,portrait,lower,166292778.28125,51594.3142427208
166,11400,11400,Buchanan,City of Buchanan,City,6.708,2.59,1657.632,17A,landscape,lower,12091105.0039062,20687.5038206194
167,11420,11420,Buchanan,Buchanan Township,Township,85.887,33.161,21222.949,17A,portrait,lower,154946684.421875,72326.406397841
168,57780,57780,Niles,Niles Township,Township,99.438,38.393,24571.357,17A,portrait,lower,179330819.46875,98570.2206672647
169,57230,57230,New Buffalo,New Buffalo Township,Township,52.543,20.287,12983.526,17A,landscape,lower,94554726.5585938,69978.3510205038
170,79740,79740,Three Oaks,Three Oaks Township,Township,60.819,23.482,15028.642,17A,landscape,lower,109483182.789062,41869.0724291923
171,31320,31320,Galien,Galien Township,Township,57.125,22.056,14115.786,17A,landscape,lower,102816522.046875,41872.8746671192
172,07920,7920,Bertrand,Bertrand Township,Township,90.774,35.048,22430.494,17A,landscape,lower,163398581.078125,60046.7321962718
173,57220,57220,New Buffalo,City of New Buffalo,City,6.467,2.497,1598.032,17A,portrait,lower,11639972.09375,27433.8234881944
174,12140,12140,Butler,Butler Township,Township,92.55,35.734,22869.374,17A,portrait,lower,167976445.796875,51844.7762919283
175,32280,32280,Girard,Girard Township,Township,93.721,36.186,23158.656,17A,landscape,lower,170099791.757812,56342.8139316961
176,81280,81280,Union,Union Township,Township,93.202,35.985,23030.375,17A,portrait,lower,169148641.097656,52041.1569304136
177,73440,73440,Sherwood,Sherwood Township,Township,93.55,36.12,23116.573,17A,landscape,lower,169773991.917969,52152.3687065877
178,66660,66660,Quincy,Quincy Township,Township,93.836,36.23,23187.069,17A,portrait,lower,169845058.3125,52123.9439972975
179,17020,17020,Coldwater,City of Coldwater,City,24.128,9.316,5962.153,17A,portrait,lower,43676664.7890625,70690.1228120058
180,05800,5800,Batavia,Batavia Township,Township,93.59,36.135,23126.41,17A,portrait,lower,169389103.914062,52088.1117199961
181,52400,52400,Matteson,Matteson Township,Township,94.048,36.312,23239.618,17A,portrait,lower,170211990.945312,52219.2069522314
182,17040,17040,Coldwater,Coldwater Township,Township,71.488,27.601,17664.787,17A,landscape,lower,129389241.917969,114409.531160485
183,01120,1120,Algansee,Algansee Township,Township,93.4,36.062,23079.36,17A,landscape,lower,168596269.304688,51950.1110304963
184,61840,61840,Ovid,Ovid Township,Township,93.717,36.184,23157.636,17A,landscape,lower,169164337.265625,52056.0385224428
185,08060,8060,Bethel,Bethel Township,Township,93.342,36.039,23065.029,17A,landscape,lower,168481322.714844,51951.898702628
186,10880,10880,Bronson,Bronson Township,Township,89.907,34.713,22216.197,17A,landscape,lower,162269367.765625,64072.3466868022
187,10860,10860,Bronson,City of Bronson,City,3.584,1.384,885.734,17A,landscape,lower,6473422.27734375,14065.7747310949
188,12560,12560,California,California Township,Township,55.008,21.238,13592.522,17A,landscape,lower,99080939.0898438,41228.4939049025
189,43260,43260,Kinderhook,Kinderhook Township,Township,55.518,21.435,13718.621,17A,landscape,lower,99997158.828125,41387.980374466
190,32120,32120,Gilead,Gilead Township,Township,55.307,21.354,13666.601,17A,landscape,lower,99614471.5,41270.6511555118
191,57860,57860,Noble,Noble Township,Township,55.235,21.326,13648.701,17A,landscape,lower,99479866.5,41348.7940241738
192,15960,15960,Clarence,Clarence Township,Township,88.103,34.017,21770.536,17A,portrait,lower,161676271.597656,50873.7315495888
193,46620,46620,Lee,Lee Township,Township,94.135,36.345,23260.95,17A,landscape,lower,172742681.847656,52646.6479777847
194,17880,17880,Convis,Convis Township,Township,94.442,36.464,23336.896,17A,portrait,lower,173302209.0625,52993.9833065474
195,63440,63440,Pennfield,Pennfield Township,Township,90.805,35.06,22438.161,17A,landscape,lower,166627105.496094,69649.4817959844
196,06720,6720,Bedford,Bedford Township,Township,76.754,29.635,18966.22,17A,landscape,lower,140865243.449219,72568.2355304818
197,05920,5920,Battle Creek,City of Battle Creek,City,113.132,43.68,27955.263,17A,landscape,lower,207066782.96875,124167.563901897
198,72980,72980,Sheridan,Sheridan Township,Township,82.023,31.669,20268.059,17A,portrait,lower,150115846.21875,64151.9769711015
199,51520,51520,Marengo,Marengo Township,Township,92.448,35.694,22844.103,17A,portrait,lower,169178065.625,59661.6640215403
200,75700,75700,Springfield,City of Springfield,City,9.536,3.682,2356.436,17A,landscape,lower,17468564.5078125,21116.3860384921
201,51960,51960,Marshall,Marshall Township,Township,81.818,31.59,20217.534,17A,landscape,lower,149735439.121094,80049.4542635664
202,25935,25935,Emmett,Emmett Township,Township,84.324,32.557,20836.655,17A,landscape,lower,154286073.753906,56890.789413584
203,51940,51940,Marshall,City of Marshall,City,16.684,6.442,4122.587,17A,portrait,lower,30502472.5625,60575.7237153998
204,00980,980,Albion,City of Albion,City,11.883,4.588,2936.317,17A,landscape,lower,21716825.3671875,27797.0913134416
205,01000,1000,Albion,Albion Township,Township,85.494,33.009,21125.805,17A,portrait,lower,156010936.160156,57407.4060515084
206,24700,24700,Eckford,Eckford Township,Township,92.282,35.63,22803.08,17A,portrait,lower,168406430.582031,53924.7735880171
207,30500,30500,Fredonia,Fredonia Township,Township,89.889,34.706,22211.705,17A,landscape,lower,164029565.464844,58610.3862874482
208,57620,57620,Newton,Newton Township,Township,94.166,36.358,23268.736,17A,landscape,lower,171839036.964844,52374.4468432051
209,47060,47060,Leroy,Leroy Township,Township,94.32,36.417,23306.653,17A,landscape,lower,172111299.40625,52512.0839096408
210,38940,38940,Homer,Homer Township,Township,93.625,36.149,23134.924,17A,portrait,lower,170390736.003906,52250.6236293074
211,16020,16020,Clarendon,Clarendon Township,Township,92.446,35.693,22843.619,17A,portrait,lower,168245459.722656,51892.0907461493
212,79180,79180,Tekonsha,Tekonsha Township,Township,93.868,36.243,23195.139,17A,landscape,lower,170831182.050781,52306.0627739569
213,11820,11820,Burlington,Burlington Township,Township,93.513,36.105,23107.244,17A,landscape,lower,170179558.179688,52155.4584421077
214,03900,3900,Athens,Athens Township,Township,93.453,36.082,23092.393,17A,landscape,lower,170061050.058594,52133.8317376544
215,84920,84920,Wayne,Wayne Township,Township,90.176,34.817,22282.688,17A,portrait,lower,163589506.863281,57309.3014484944
216,82580,82580,Volinia,Volinia Township,Township,90.918,35.104,22466.154,17A,portrait,lower,164939778.421875,51388.9882062774
217,51480,51480,Marcellus,Marcellus Township,Township,90.268,34.852,22305.347,17A,landscape,lower,163767355.539062,51220.1534637381
218,73940,73940,Silver Creek,Silver Creek Township,Township,88.618,34.215,21897.63,17A,portrait,lower,160757854.652344,59391.3951570674
219,65300,65300,Pokagon,Pokagon Township,Township,88.615,34.214,21897.036,17A,portrait,lower,160302881.988281,65351.5878314735
220,57120,57120,Newberg,Newberg Township,Township,91.8,35.444,22684.079,17A,portrait,lower,166097436.21875,51588.4189220997
221,63380,63380,Penn,Penn Township,Township,91.425,35.299,22591.439,17A,portrait,lower,165410813.097656,53068.4170440033
222,22880,22880,Dowagiac,City of Dowagiac,City,11.692,4.514,2889.195,17A,landscape,lower,21180657.4296875,52728.4000372369
223,44140,44140,Lagrange,Lagrange Township,Township,90.059,34.772,22253.843,17A,landscape,lower,162922538.054688,63701.0215590611
224,39480,39480,Howard,Howard Township,Township,91.431,35.302,22592.831,17A,landscape,lower,164953761.613281,64905.3054954658
225,41600,41600,Jefferson,Jefferson Township,Township,93.213,35.989,23033.078,17A,landscape,lower,168176941.925781,51900.7202896176
226,12620,12620,Calvin,Calvin Township,Township,92.048,35.54,22745.387,17A,portrait,lower,166084840.820312,51632.9149075223
